Report Level 3,BM000023,BM000024,BM000025,BM000026,BM000027,BM000028,BM000029,BM000030,BM000031,BM000032,BM000033,BM000034,BM000035,BM000036,BM000037,BM000038,BM000039,BM000040,BM000041,BM000042,BM000043,BM000044,BM000045,BM000046,BM000047,BM000048,BM000049,BM000050,BM000051,BM000052,BM000053,BM000054,BM000055,BM000056,BM000057,BM000058,BM000059,BM000060,BM000061,BM000062,BM000063,BM000064,BM000065,BM000066,BM000067,BM000068,BM000069,BM000070,BM000071,BM000072,BM000073,BM000074
THINK_WELL,5.0,10.0,10.0,7.0,7.0,4.0,7.0,5.0,1.0,1.0,5.0,5.0,4.0,7.0,5.0,1.0,7.0,7.0,5.0,1.0,5.0,10.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,10.0,4.0,4.0,7.0,5.0,4.0,5.0,8.0,7.0,7.0,7.0,5.0,1.0,7.0,7.0,5.0,1.0,8.0,5.0,5.0,7.0
LIVE_WELL,5.0,7.0,3.0,8.0,4.0,5.0,6.0,5.0,4.0,7.0,9.0,5.0,6.0,7.0,5.0,4.0,7.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,5.0,4.0,6.0,6.0,5.0,8.0,7.0,7.0,6.0,5.0,6.0,7.0,6.0,5.0,7.0,6.0,4.0,5.0,5.0,7.0,4.0,6.0,4.0,4.0,4.0,6.0,8.0,7.0
FEEL_WELL,7.0,7.0,5.0,7.0,7.0,1.0,7.0,7.0,1.0,2.0,7.0,7.0,8.0,7.0,5.0,1.0,8.0,7.0,7.0,2.0,7.0,8.0,7.0,7.0,5.0,7.0,5.0,7.0,7.0,8.0,8.0,7.0,4.0,8.0,7.0,5.0,7.0,2.0,7.0,7.0,7.0,5.0,7.0,2.0,7.0,8.0,7.0,2.0,5.0,7.0,7.0,1.0
